nbr_pol_id,var_pol_nombre,var_pol_cargo,var_pol_salario,var_pol_status
2496,David Christian,Policia,930,Activo
2497,Maria Mendoza,Cabo,1120,Activo
2498,Scott Smith,Policia,930,Inactivo
2499,Matthew Keller,Cabo,1120,Activo
2500,Robert Mata,Policia,930,Activo
2501,Kristin Tanner,Policia,930,Activo
2502,Sean Monroe,Cabo,1120,Activo
2503,Erin Palmer,Policia,930,Activo
2504,Scott Terry,Policia,930,Activo
2505,Michaela Munoz,Sargento,1250,Activo
2506,Mary Silva,Policia,930,Inactivo
2507,Christine Davis,Cabo,1120,Activo
2508,Rhonda Lane,Policia,930,Activo
2509,Jake Graham,Policia,930,Inactivo
2510,Jeffrey Brown,Cabo,1120,Activo
2511,George Anderson,Cabo,1120,Activo
2512,Craig Curtis,Policia,930,Inactivo
2513,Julie Harper,Policia,930,Activo
2514,Jessica Gordon,Policia,930,Inactivo
2515,Leslie Newman,Cabo,1120,Activo
2516,Erica Kelly,Policia,930,Inactivo
2517,Robin Gonzalez MD,Cabo,1120,Activo
2518,Paige Warner,Policia,930,Activo
2519,Beth Davis,Policia,930,Inactivo
2520,Joel Green,Policia,930,Inactivo
2521,Tyler Barajas,Policia,930,Activo
2522,Amanda Lambert,Sargento,1250,Activo
2523,Jennifer Hale,Cabo,1120,Activo
2524,Connor Thompson,Policia,930,Activo
2525,Debbie Powers,Cabo,1120,Inactivo
2526,Dawn Ayala,Policia,930,Activo
2527,Charles Thomas,Policia,930,Activo
2528,Raymond Woods,Cabo,1120,Activo
2529,Robin Davis,Cabo,1120,Activo
2530,Matthew Scott,Policia,930,Activo
2531,Barry Ortega,Cabo,1120,Activo
2532,Deanna Miller,Policia,930,Inactivo
2533,Jason Thompson,Cabo,1120,Activo
2534,Keith Dickerson,Policia,930,Activo
2535,Cassandra Johnson,Policia,930,Activo
2536,Alexander Richards,Cabo,1120,Activo
2537,Courtney Sanchez,Policia,930,Activo
2538,Lisa Rodriguez,Policia,930,Inactivo
2539,Caleb Taylor,Cabo,1120,Activo
2540,Darlene Jones,Policia,930,Inactivo
2541,Jamie Anderson,Cabo,1120,Activo
2542,Rachel Edwards,Policia,930,Activo
2543,William Robinson,Policia,930,Activo
2544,Jeffrey Thomas,Sargento,1250,Activo
2545,Sara Blake,Sargento,1250,Activo
2546,Mrs. Kelly Turner,Cabo,1120,Activo
2547,James Stewart,Sargento,1250,Activo
2548,Tracy Garrison,Cabo,1120,Activo
2549,Lori Jimenez,Cabo,1120,Activo
2550,Kenneth Parker,Cabo,1120,Activo
2551,Amy Bowman,Policia,930,Activo
2552,Ryan Donaldson,Policia,930,Inactivo
2553,Cheryl Rush,Policia,930,Inactivo
2554,Emily Jordan,Policia,930,Activo
2555,Douglas Odom,Policia,930,Activo
2556,Jesse Garcia,Cabo,1120,Inactivo
2557,Christopher Johnson,Cabo,1120,Inactivo
2558,Steven Daniels,Cabo,1120,Activo
2559,Jason Espinoza,Policia,930,Inactivo
2560,Billy Chandler,Cabo,1120,Inactivo
2561,Michelle Carrillo,Policia,930,Inactivo
2562,Kerri Yates,Policia,930,Activo
2563,Courtney Miles,Policia,930,Inactivo
2564,Andrea Walker,Policia,930,Activo
2565,Jorge Smith,Policia,930,Activo
2566,Nancy Cowan,Policia,930,Activo
2567,Jennifer Whitaker,Policia,930,Activo
2568,Paula Wells,Sargento,1250,Activo
2569,Vanessa Gutierrez,Policia,930,Inactivo
2570,Joel Duncan,Policia,930,Activo
2571,James Martinez,Policia,930,Inactivo
2572,Ryan Swanson,Policia,930,Inactivo
2573,Ann Sutton,Policia,930,Inactivo
2574,Joy Wright,Cabo,1120,Activo
2575,Lisa Carter,Policia,930,Inactivo
2576,Kimberly Mcfarland,Cabo,1120,Inactivo
2577,Jonathan Parks,Cabo,1120,Inactivo
2578,Dan Smith,Cabo,1120,Activo
2579,Deborah Kramer,Policia,930,Inactivo
2580,Colleen Miller,Policia,930,Activo
2581,Loretta Cowan,Policia,930,Activo
2582,Isaac Fox,Policia,930,Activo
2583,Michelle Herrera,Cabo,1120,Activo
2584,Linda Bradshaw,Cabo,1120,Activo
2585,Jessica Cook,Policia,930,Inactivo
2586,Alex Miller,Policia,930,Inactivo
2587,Heather Bentley,Policia,930,Inactivo
2588,Dana Eaton,Policia,930,Activo
2589,Darlene York,Policia,930,Inactivo
2590,Joseph Bennett,Cabo,1120,Inactivo
2591,Andrew Campbell,Policia,930,Activo
2592,Jesus Wright,Policia,930,Inactivo
2593,Steven Calhoun,Policia,930,Inactivo
2594,Sarah Brown,Policia,930,Activo
2595,John Smith,Policia,930,Activo
2596,Kelly Hines,Cabo,1120,Activo
2597,Jesus Wilson,Policia,930,Activo
2598,Jason Bradley,Cabo,1120,Inactivo
2599,Nicholas Sanchez,Cabo,1120,Activo
2600,Matthew Ferguson,Policia,930,Activo
2601,Terri Gordon,Cabo,1120,Inactivo
2602,Gabriela Mclean,Cabo,1120,Inactivo
2603,Brandon Walker,Cabo,1120,Activo
2604,Kyle Rios,Policia,930,Activo
2605,Angela Dixon,Policia,930,Activo
2606,Jessica Eaton,Policia,930,Inactivo
2607,David Lopez,Policia,930,Activo
2608,Thomas Mckee,Cabo,1120,Activo
2609,Calvin Jones,Sargento,1250,Inactivo
2610,Christopher Gilbert,Policia,930,Activo
2611,Cynthia Berry,Policia,930,Inactivo
2612,Travis Vazquez,Policia,930,Activo
2613,Donna Lewis,Policia,930,Activo
2614,Micheal Brown,Cabo,1120,Activo
2615,Jordan Anderson,Policia,930,Inactivo
2616,Jenny Harris,Policia,930,Inactivo
2617,Todd Lamb,Cabo,1120,Activo
2618,Chelsea Dillon,Policia,930,Activo
2619,Andrew Woods,Policia,930,Activo
2620,Kelsey Foster,Cabo,1120,Activo
2621,James Lopez,Policia,930,Activo
2622,Melanie Gutierrez,Cabo,1120,Activo
2623,Dustin Walker,Policia,930,Inactivo
2624,Jennifer Thomas,Policia,930,Activo
2625,Melissa Simmons,Policia,930,Inactivo
2626,Corey Gonzalez,Cabo,1120,Activo
2627,John Jackson,Cabo,1120,Inactivo
2628,Joan Long,Policia,930,Inactivo
2629,Melissa Johnson,Sargento,1250,Activo
2630,Christopher Sims,Cabo,1120,Activo
2631,Maria Green,Policia,930,Activo
2632,John Green,Cabo,1120,Activo
2633,Leah Hale,Cabo,1120,Activo
2634,Mario Harmon,Policia,930,Activo
2635,Danny Nelson,Policia,930,Activo
2636,Lori Robertson,Policia,930,Inactivo
2637,Vanessa Griffin,Policia,930,Activo
2638,Mason Walton,Policia,930,Activo
2639,Melinda Clark,Cabo,1120,Activo
2640,Ashley Rodriguez,Policia,930,Activo
2641,Christopher Anderson,Policia,930,Activo
2642,Christine Johnson,Cabo,1120,Activo
2643,Samantha Lewis,Policia,930,Inactivo
2644,Brian Webb,Policia,930,Inactivo
2645,Jaclyn Ortiz,Policia,930,Activo
2646,Veronica Jackson,Sargento,1250,Inactivo
2647,Marcus Willis,Policia,930,Activo
2648,Jonathan Santiago,Sargento,1250,Activo
2649,Teresa Oliver,Cabo,1120,Activo
2650,Ryan Henderson,Policia,930,Activo
2651,Melinda Moore,Policia,930,Activo
2652,Michael Gonzalez,Cabo,1120,Activo
2653,Jerry Smith,Cabo,1120,Activo
2654,Curtis Gordon,Cabo,1120,Inactivo
2655,Bridget Woodard,Policia,930,Activo
2656,Henry Williams,Policia,930,Activo
2657,Melissa Boone,Policia,930,Activo
2658,Gina Robinson,Policia,930,Activo
2659,Latoya Gray,Cabo,1120,Activo
2660,Amanda Leonard,Sargento,1250,Activo
2661,Andrew Bray,Policia,930,Activo
2662,Kimberly Olson,Policia,930,Inactivo
2663,Cathy Johnson,Policia,930,Activo
2664,Mckenzie Cain,Policia,930,Activo
2665,Donna Russell,Policia,930,Inactivo
2666,Sarah Patterson,Policia,930,Activo
2667,Juan Reyes,Policia,930,Inactivo
2668,Jeremy Roberts,Cabo,1120,Inactivo
2669,Kevin Johnson,Cabo,1120,Inactivo
2670,William Rose,Policia,930,Inactivo
2671,Julie Barton,Cabo,1120,Activo
2672,Dr. Charles Brady Jr.,Policia,930,Activo
2673,William Moore,Policia,930,Inactivo
2674,Robin Bentley,Policia,930,Activo
2675,Vanessa Vargas,Policia,930,Inactivo
2676,Howard Ford,Policia,930,Activo
2677,Melissa Keller,Sargento,1250,Activo
2678,Whitney Hanna,Policia,930,Activo
2679,Kevin Brown,Cabo,1120,Activo
2680,Amanda Wade,Policia,930,Activo
2681,Claudia Baker,Cabo,1120,Inactivo
2682,Cheryl Russell,Policia,930,Inactivo
2683,Christopher Anderson,Cabo,1120,Activo
2684,Hannah Ford,Cabo,1120,Activo
2685,Joseph Avila,Policia,930,Inactivo
2686,Jason Johnson,Cabo,1120,Activo
2687,Leslie Mcgee,Policia,930,Inactivo
2688,Thomas Thompson,Policia,930,Inactivo
2689,Samantha Lambert,Policia,930,Activo
2690,Nathan Hawkins,Policia,930,Inactivo
2691,Kelly Chen,Cabo,1120,Inactivo
2692,Allison Taylor,Policia,930,Activo
2693,Carrie Lowe,Policia,930,Activo
2694,Jordan Tran DDS,Cabo,1120,Activo
2695,Mark Mejia,Policia,930,Activo
2696,Amanda Baldwin,Cabo,1120,Activo
2697,Cody Murphy,Cabo,1120,Inactivo
2698,Sara Bruce,Policia,930,Activo
2699,Matthew Castillo,Policia,930,Activo
2700,David Morris,Policia,930,Activo
2701,Joseph Bates,Policia,930,Inactivo
2702,Mitchell Buchanan,Cabo,1120,Inactivo
2703,Joseph Howe,Cabo,1120,Activo
2704,Denise Hernandez,Policia,930,Activo
2705,Monica Kennedy,Policia,930,Activo
2706,Lauren Hess,Policia,930,Inactivo
2707,Brian Diaz,Policia,930,Activo
2708,James Pearson,Policia,930,Activo
2709,Robert Johnson,Policia,930,Activo
2710,Darrell Jordan,Policia,930,Inactivo
2711,Jessica Wall,Cabo,1120,Activo
2712,Darin Wood,Policia,930,Inactivo
2713,Chelsey Brown,Cabo,1120,Activo
2714,Justin Walsh,Policia,930,Activo
2715,Mr. Adam Terry MD,Policia,930,Inactivo
2716,David Hill,Policia,930,Activo
2717,Anthony Gomez,Policia,930,Inactivo
2718,Donald Gill,Policia,930,Inactivo
2719,Jennifer Williams,Policia,930,Inactivo
2720,Shane Fernandez,Policia,930,Activo
2721,Brianna Mata,Policia,930,Inactivo
2722,Emily Singh,Cabo,1120,Inactivo
2723,Mr. Richard Jones,Cabo,1120,Activo
2724,Jeanette Bradford,Policia,930,Activo
2725,Derek Crawford,Policia,930,Activo
2726,Elizabeth Powell,Policia,930,Activo
2727,Robert Odonnell,Policia,930,Activo
2728,Michael Savage,Policia,930,Activo
2729,Maria Goodwin,Sargento,1250,Inactivo
2730,Ryan Silva,Cabo,1120,Inactivo
2731,Donna Bailey,Cabo,1120,Activo
2732,Andrea Juarez,Policia,930,Activo
2733,Mark Jackson,Policia,930,Activo
2734,Mark Ward,Policia,930,Activo
2735,Shirley Roberson,Sargento,1250,Inactivo
2736,James Lucas,Policia,930,Activo
2737,Bradley Smith,Cabo,1120,Inactivo
2738,Adam Lucas,Policia,930,Inactivo
2739,Melissa Wilson,Policia,930,Inactivo
2740,Laura Galvan,Policia,930,Inactivo
2741,Patrick Nguyen,Policia,930,Activo
2742,Scott Mason IV,Policia,930,Inactivo
2743,Travis Tucker,Policia,930,Activo
2744,Sara Whitaker,Policia,930,Inactivo
2745,Stephanie Logan,Policia,930,Inactivo
2746,Mrs. April Hill,Cabo,1120,Activo
2747,Linda Thompson,Policia,930,Activo
2748,Justin Hernandez,Cabo,1120,Activo
2749,Gabriel Ferguson,Policia,930,Inactivo
2750,Carol Hayden,Policia,930,Inactivo
2751,Michelle West,Policia,930,Activo
2752,James Salas,Cabo,1120,Activo
2753,Melissa Andersen,Policia,930,Inactivo
2754,Ralph Garcia,Cabo,1120,Activo
2755,Nicholas Green,Policia,930,Inactivo
2756,Angel Gill,Policia,930,Inactivo
2757,Maxwell Barnes,Policia,930,Activo
2758,Carol Cummings,Policia,930,Activo
2759,Heather Lopez,Cabo,1120,Activo
2760,Breanna Davis,Cabo,1120,Activo
2761,Jennifer Harrison,Policia,930,Inactivo
2762,Eric Cobb,Policia,930,Activo
2763,Yvonne Graves,Policia,930,Inactivo
2764,Kaylee Gross,Cabo,1120,Inactivo
2765,Heather Young,Policia,930,Inactivo
2766,Jessica Miller,Policia,930,Inactivo
2767,Linda Adkins,Cabo,1120,Inactivo
2768,Michael Martin,Policia,930,Activo
2769,Randy Fields,Policia,930,Activo
2770,Sara Brown,Policia,930,Inactivo
2771,Hannah Blake,Cabo,1120,Inactivo
2772,Michael Sanders,Cabo,1120,Inactivo
2773,Megan Spence,Cabo,1120,Inactivo
2774,Christopher Aguilar,Sargento,1250,Activo
2775,Gregory Brooks,Sargento,1250,Inactivo
2776,Wendy Baldwin,Cabo,1120,Inactivo
2777,John Turner,Sargento,1250,Inactivo
2778,Nicole Schwartz,Policia,930,Inactivo
2779,Dawn Hughes,Policia,930,Activo
2780,Christian Watkins,Cabo,1120,Activo
2781,Elizabeth Stone,Cabo,1120,Inactivo
2782,Sharon Craig,Policia,930,Inactivo
2783,Jeffrey Johnson,Cabo,1120,Activo
2784,William Freeman,Policia,930,Activo
2785,Kimberly Grant,Policia,930,Inactivo
2786,Jennifer Diaz,Policia,930,Inactivo
2787,Denise Turner,Cabo,1120,Inactivo
2788,Christopher Anderson,Cabo,1120,Activo
2789,Sarah Davis,Policia,930,Activo
2790,Alex Taylor,Policia,930,Inactivo
2791,Kristen Dyer,Policia,930,Activo
2792,Michelle Reyes,Policia,930,Activo
2793,Charles Jordan,Cabo,1120,Inactivo
2794,Frank Crawford,Policia,930,Inactivo
2795,Kelly Martin,Policia,930,Inactivo
2796,Raymond Petersen,Cabo,1120,Activo
2797,Heather Serrano,Cabo,1120,Activo
2798,Cheryl Hill,Policia,930,Activo
2799,Anne Cole,Policia,930,Activo
2800,Jessica Richardson,Policia,930,Activo
2801,Chelsea Moreno,Cabo,1120,Activo
2802,Joseph Reynolds,Cabo,1120,Activo
2803,Andrew Jacobs,Cabo,1120,Activo
2804,Jason Lewis,Policia,930,Inactivo
2805,Sarah Perry,Cabo,1120,Activo
2806,Juan Moore,Policia,930,Inactivo
2807,Tanner Ali,Policia,930,Activo
2808,Kellie Mitchell,Cabo,1120,Activo
2809,Robert Wilkerson,Policia,930,Activo
2810,Todd Boyd,Policia,930,Activo
2811,Ryan Arnold,Policia,930,Activo
2812,Danielle Walker,Policia,930,Activo
2813,Mr. Robert Hubbard,Cabo,1120,Inactivo
2814,Jessica Freeman,Policia,930,Inactivo
2815,Kristen Rowland,Cabo,1120,Activo
2816,Christopher Price,Policia,930,Activo
2817,Cynthia Benson DVM,Policia,930,Inactivo
2818,Catherine Johnson,Policia,930,Activo
2819,Barbara Alvarado,Policia,930,Activo
2820,Matthew Ewing,Policia,930,Activo
2821,Catherine Moreno,Policia,930,Inactivo
2822,Kurt Patterson,Policia,930,Activo
2823,Jennifer Chandler,Cabo,1120,Activo
2824,Ann Conrad,Cabo,1120,Activo
2825,Katelyn Cochran,Cabo,1120,Inactivo
2826,Matthew Hernandez,Policia,930,Activo
2827,Joshua Chambers,Cabo,1120,Activo
2828,Robin Davis,Policia,930,Activo
2829,Joseph Mendoza PhD,Policia,930,Inactivo
2830,Angela Young,Policia,930,Activo
2831,Lisa Callahan,Policia,930,Activo
2832,David Miller,Cabo,1120,Activo
2833,Mr. Shane Serrano Jr.,Policia,930,Inactivo
2834,Brandon Moore,Policia,930,Inactivo
2835,Becky Willis,Policia,930,Inactivo
2836,Andrew Jackson,Policia,930,Activo
2837,Nicole Mitchell,Sargento,1250,Inactivo
2838,Jessica Johnson,Policia,930,Inactivo
2839,Laurie James,Cabo,1120,Activo
2840,Kendra Ramirez,Sargento,1250,Inactivo
2841,Victoria Francis,Policia,930,Activo
2842,Justin Jimenez,Policia,930,Activo
2843,Derrick Hensley,Policia,930,Activo
2844,Austin Brown,Cabo,1120,Activo
2845,Gary Willis,Cabo,1120,Activo
2846,Mr. Tyler Miller,Cabo,1120,Inactivo
2847,Christopher Johnson,Cabo,1120,Activo
2848,Alejandro Lee,Policia,930,Inactivo
2849,Dr. Melinda Lucas,Sargento,1250,Inactivo
2850,Gary Hanson,Policia,930,Activo
2851,Jacqueline Bailey,Policia,930,Activo
2852,Timothy Gordon,Cabo,1120,Inactivo
2853,Diana Morrison,Policia,930,Activo
2854,Sarah Powell,Policia,930,Inactivo
2855,Jeffrey Stewart,Policia,930,Inactivo
2856,Robert Weaver,Cabo,1120,Activo
2857,Alexis Flowers,Cabo,1120,Activo
2858,Katherine Jenkins,Cabo,1120,Activo
2859,Henry Rogers,Cabo,1120,Inactivo
2860,Albert Gardner,Cabo,1120,Activo
2861,Deborah Warren,Cabo,1120,Activo
2862,Kathleen Howard,Policia,930,Activo
2863,Melissa Sampson,Policia,930,Inactivo
2864,Mary Mora,Cabo,1120,Activo
2865,Brittany Zamora,Policia,930,Inactivo
2866,William Brown,Cabo,1120,Activo
2867,Christopher Delgado,Cabo,1120,Activo
2868,Suzanne Chavez,Cabo,1120,Activo
2869,Paige Rivera,Cabo,1120,Activo
2870,Stephen Collins,Policia,930,Activo
2871,Thomas Gutierrez,Policia,930,Inactivo
2872,Felicia Taylor,Sargento,1250,Inactivo
2873,Mary Baxter,Policia,930,Inactivo
2874,Alexander Jones,Cabo,1120,Activo
2875,Charles Cunningham,Policia,930,Activo
2876,Kristen Jones,Cabo,1120,Inactivo
2877,Dr. Robert Cherry,Sargento,1250,Activo
2878,Wayne Jackson,Policia,930,Activo
2879,Tammy Olson,Policia,930,Activo
2880,Austin Cunningham,Policia,930,Activo
2881,Michael Butler,Policia,930,Activo
2882,Vincent Fernandez,Cabo,1120,Activo
2883,Amber Chung,Policia,930,Activo
2884,Amber Sanders,Policia,930,Activo
2885,Jose Maynard,Cabo,1120,Activo
2886,Amanda Lindsey,Policia,930,Activo
2887,Richard Roberts,Policia,930,Inactivo
2888,David Lang,Policia,930,Activo
2889,David Carson,Policia,930,Inactivo
2890,Deborah Chandler,Cabo,1120,Activo
2891,Laura Fields,Cabo,1120,Activo
2892,Bradley Edwards,Cabo,1120,Inactivo
2893,Stephanie Rios,Cabo,1120,Inactivo
2894,Dale Thomas,Policia,930,Activo
2895,Olivia Long,Cabo,1120,Inactivo
2896,Blake Pham,Cabo,1120,Activo
2897,Erin Harper,Policia,930,Inactivo
2898,John Mccarthy,Policia,930,Activo
2899,Timothy Nelson,Policia,930,Inactivo
2900,April Howard,Sargento,1250,Inactivo
2901,Summer Howell,Policia,930,Activo
2902,Adam Donaldson,Policia,930,Activo
2903,Jody Fisher,Policia,930,Activo
2904,Robert Andrade,Policia,930,Inactivo
2905,Ashley Jones,Policia,930,Activo
2906,Krystal Young,Policia,930,Activo
2907,Brent Wright,Policia,930,Inactivo
2908,William Villarreal,Cabo,1120,Inactivo
2909,Julia Davis,Policia,930,Inactivo
2910,Matthew Watkins,Cabo,1120,Activo
2911,Brandon Smith,Cabo,1120,Activo
2912,Natalie Dunlap,Policia,930,Inactivo
2913,Randy Harris,Policia,930,Activo
2914,Wendy Lopez,Sargento,1250,Activo
2915,Heather Alvarez,Cabo,1120,Activo
2916,Lisa Blackburn,Policia,930,Activo
2917,Shane Gutierrez,Policia,930,Activo
2918,Jay Anderson,Policia,930,Inactivo
2919,Sarah Fernandez,Policia,930,Activo
2920,Pamela Russell,Policia,930,Activo
2921,Gabriel Rogers,Sargento,1250,Activo
2922,Sabrina Archer,Policia,930,Inactivo
2923,Shannon Armstrong,Sargento,1250,Activo
2924,Kimberly Mueller,Policia,930,Activo
2925,Sean Sharp,Cabo,1120,Activo
2926,Corey Jones,Policia,930,Inactivo
2927,Emily Carey,Policia,930,Inactivo
2928,Gary Delgado,Policia,930,Activo
2929,Gina Hopkins,Policia,930,Inactivo
2930,Madison Koch,Policia,930,Activo
2931,Shari Friedman,Cabo,1120,Inactivo
2932,Katherine Jones MD,Policia,930,Inactivo
2933,Christina Hayes,Cabo,1120,Activo
2934,Nichole Booth,Cabo,1120,Activo
2935,Zachary Davies,Cabo,1120,Activo
2936,Ronald Garcia,Cabo,1120,Activo
2937,Michael Collins,Sargento,1250,Inactivo
2938,David Johnson,Cabo,1120,Inactivo
2939,Andrew Becker,Policia,930,Activo
2940,Bruce King,Policia,930,Activo
2941,Natalie Santos,Policia,930,Activo
2942,Aaron Brown,Policia,930,Activo
2943,Sarah Jones,Policia,930,Activo
2944,Melissa Costa,Cabo,1120,Activo
2945,Heather Mendez,Cabo,1120,Activo
2946,April Rice,Policia,930,Activo
2947,Jeffery Weber,Policia,930,Activo
2948,Jennifer Frazier,Policia,930,Activo
2949,Kathleen Blanchard,Policia,930,Activo
2950,John Taylor,Policia,930,Inactivo
2951,Dr. Alexis King,Policia,930,Inactivo
2952,Robert Austin,Sargento,1250,Activo
2953,Daniel Rivera,Policia,930,Activo
2954,Kevin Howell,Policia,930,Inactivo
2955,Manuel Silva,Sargento,1250,Activo
2956,Katherine Harris,Cabo,1120,Inactivo
2957,Meredith Carroll,Policia,930,Activo
2958,Linda Hale,Policia,930,Activo
2959,Matthew Morse,Policia,930,Activo
2960,Ashley Wagner,Policia,930,Inactivo
2961,Nicole Cooper,Policia,930,Inactivo
2962,Hannah Baker,Cabo,1120,Inactivo
2963,Gilbert Sanchez,Policia,930,Activo
2964,Joy Delgado,Sargento,1250,Inactivo
2965,Maureen Vasquez,Cabo,1120,Activo
2966,Carolyn Tucker,Policia,930,Inactivo
2967,William Reynolds,Policia,930,Inactivo
2968,Michael Thomas,Policia,930,Inactivo
2969,Joshua Jones,Policia,930,Activo
2970,Ryan Matthews,Cabo,1120,Activo
2971,Ashley Beasley,Policia,930,Activo
2972,Jeffrey Carr,Cabo,1120,Activo
2973,Robert Blake,Policia,930,Activo
2974,Martin Stevens,Policia,930,Inactivo
2975,Noah Preston,Cabo,1120,Activo
2976,Patrick Green,Sargento,1250,Inactivo
2977,Allen Alexander,Sargento,1250,Inactivo
2978,Mark Rodriguez,Policia,930,Activo
2979,Maria Livingston,Cabo,1120,Activo
2980,Mark Brewer,Policia,930,Activo
2981,Edward Garrett MD,Cabo,1120,Activo
2982,Edward Wilson,Cabo,1120,Activo
2983,Cynthia Ward,Policia,930,Activo
2984,Lisa Frey,Cabo,1120,Activo
2985,Matthew Campbell,Cabo,1120,Activo
2986,Timothy Spears,Cabo,1120,Inactivo
2987,Rita Barnett,Policia,930,Activo
2988,Scott Shepard,Policia,930,Activo
2989,Jessica Ashley,Sargento,1250,Activo
2990,James Smith,Cabo,1120,Activo
2991,Sarah Williams,Policia,930,Activo
2992,Amber Garcia,Sargento,1250,Activo
2993,Kimberly Savage,Cabo,1120,Activo
2994,Sarah Buck,Cabo,1120,Activo
2995,Crystal Gardner,Sargento,1250,Activo
2996,Keith Mccarty,Policia,930,Inactivo
2997,Patricia Hayes,Cabo,1120,Activo
2998,Kyle Young,Cabo,1120,Activo
2999,Michael Allen,Policia,930,Activo
3000,Bryan Knight,Policia,930,Activo
3001,Michael Clark,Cabo,1120,Activo
3002,Cindy Pitts,Sargento,1250,Activo
3003,Barry Young,Policia,930,Activo
3004,Mr. Nathan Allen DVM,Cabo,1120,Activo
3005,Gary Aguilar,Policia,930,Inactivo
3006,Jessica Wagner,Policia,930,Inactivo
3007,Susan Bautista,Cabo,1120,Activo
3008,Alexis Harris,Policia,930,Inactivo
3009,Cindy Berry,Policia,930,Activo
3010,Tara Yates,Policia,930,Inactivo
3011,Brent Kim,Policia,930,Activo
3012,Jack Shelton,Cabo,1120,Activo
3013,Donna Hodges,Cabo,1120,Activo
3014,Katherine Schaefer,Policia,930,Inactivo
3015,Helen Perkins,Cabo,1120,Activo
3016,Dawn Hobbs,Sargento,1250,Activo
3017,Jordan Hernandez,Policia,930,Inactivo
3018,Shannon Williams,Policia,930,Inactivo
3019,Adam Miranda PhD,Policia,930,Inactivo
3020,Sharon Hanson,Cabo,1120,Inactivo
3021,Cameron Kelly,Sargento,1250,Inactivo
3022,Denise Pearson,Policia,930,Inactivo
3023,Charles Price,Cabo,1120,Activo
3024,Casey Stanton,Policia,930,Activo
3025,Henry Smith,Policia,930,Activo
3026,Brandi Pena,Policia,930,Activo
3027,William Hale,Sargento,1250,Inactivo
3028,Dillon Delacruz,Sargento,1250,Inactivo
3029,David Murphy,Cabo,1120,Activo
3030,Courtney Arias,Policia,930,Inactivo
3031,Jeff Young,Cabo,1120,Activo
3032,Bruce Bates,Policia,930,Activo
3033,Mrs. Christina Parker MD,Policia,930,Activo
3034,Sean Fletcher,Policia,930,Activo
3035,Amanda Thompson,Cabo,1120,Inactivo
3036,Diana Wilson,Policia,930,Activo
3037,Laurie Gonzalez,Policia,930,Inactivo
3038,Amber Castillo,Cabo,1120,Activo
3039,Garrett Wall,Policia,930,Inactivo
3040,Dennis Owens,Policia,930,Inactivo
3041,William Mason,Policia,930,Inactivo
3042,Jeffrey Gordon,Policia,930,Activo
3043,Corey Brennan Jr.,Policia,930,Activo
3044,Danielle Salazar,Sargento,1250,Inactivo
3045,Michael Young,Cabo,1120,Inactivo
3046,Kyle Hanna,Cabo,1120,Activo
3047,Joseph Hughes,Cabo,1120,Activo
3048,Denise Mcneil,Cabo,1120,Inactivo
3049,Lisa Allen,Policia,930,Inactivo
3050,Kelly Francis,Policia,930,Inactivo
3051,Laura Gonzalez,Policia,930,Inactivo
3052,Cindy Parsons,Policia,930,Inactivo
3053,Sydney Taylor,Cabo,1120,Activo
3054,Victoria Short,Cabo,1120,Activo
3055,Christopher Gillespie,Sargento,1250,Activo
3056,Benjamin Dawson,Cabo,1120,Inactivo
3057,Alyssa Martin,Policia,930,Activo
3058,John Myers,Policia,930,Activo
3059,Chad Bass,Policia,930,Inactivo
3060,Alan Porter,Policia,930,Inactivo
3061,Kenneth Smith,Cabo,1120,Activo
3062,Donna Gutierrez,Cabo,1120,Activo
3063,Shane White,Policia,930,Activo
3064,Mary Collins,Policia,930,Inactivo
3065,Phillip Duncan,Sargento,1250,Inactivo
3066,Sarah Holt,Policia,930,Activo
3067,Cassidy Wood,Policia,930,Activo
3068,Gregory Gonzalez,Policia,930,Activo
3069,Mark Lloyd,Cabo,1120,Activo
3070,Mary Steele,Policia,930,Inactivo
3071,Christopher West,Cabo,1120,Activo
3072,Alan Gallagher,Cabo,1120,Activo
3073,Matthew Roberson,Policia,930,Activo
3074,Nancy Wilson,Policia,930,Activo
3075,Allen Ingram,Cabo,1120,Activo
3076,Tom Garza,Policia,930,Activo
3077,Michelle Horn,Cabo,1120,Activo
3078,Ashley Hensley,Sargento,1250,Activo
3079,Todd Vaughn,Sargento,1250,Activo
3080,Nicolas Arellano,Cabo,1120,Activo
3081,Hayley Howard DDS,Policia,930,Activo
3082,Daniel Campbell,Policia,930,Inactivo
3083,Frank Barnes,Sargento,1250,Activo
3084,Janice Brown,Policia,930,Activo
3085,Victoria Wolfe,Sargento,1250,Inactivo
3086,Natasha Preston,Policia,930,Activo
3087,Angela Thomas,Policia,930,Inactivo
3088,Timothy Kline,Cabo,1120,Activo
3089,Dr. Charles Ramirez,Policia,930,Activo
3090,Brian Allison,Policia,930,Activo
3091,Beverly Joseph,Sargento,1250,Activo
3092,Tonya Johnson,Cabo,1120,Activo
3093,Brian Wright,Sargento,1250,Activo
3094,Lori Kramer,Policia,930,Inactivo
3095,Mark Clark,Policia,930,Inactivo
3096,Rhonda Avila,Policia,930,Inactivo
3097,James Perez,Policia,930,Activo
3098,Miguel Meyer,Policia,930,Activo
3099,Timothy Moore,Policia,930,Activo
3100,Alan Summers,Policia,930,Activo
3101,Randall Smith,Policia,930,Activo
3102,Laura Rodriguez,Policia,930,Activo
