nbr_inc_id,var_inc_nombre,var_inc_fecha,var_inc_status,nbr_ci_id
2446,Velazquez,2023-01-20,Caso Archivado,2446
2447,Berry,2022-05-24,Caso activo,2447
2448,Myers,2020-12-09,Caso Archivado,2448
2449,Todd,2022-01-16,Caso Archivado,2449
2450,Jackson,2022-12-20,Caso activo,2450
2451,Perez,2021-02-23,Caso Archivado,2451
2452,Smith,2021-05-07,Caso activo,2452
2453,Abbott,2023-01-09,Caso activo,2453
2454,Diaz,2020-06-14,Caso activo,2454
2455,Hayes,2021-03-06,Caso activo,2455
2456,Smith,2020-06-11,Caso Archivado,2456
2457,Davis,2022-04-30,Caso activo,2457
2458,Higgins,2022-05-08,Caso cerrado,2458
2459,Carr,2020-08-30,Caso activo,2459
2460,Ryan,2020-01-29,Caso cerrado,2460
2461,Johnson,2021-08-17,Caso activo,2461
2462,Baker,2020-12-22,Caso activo,2462
2463,Novak,2021-06-21,Caso cerrado,2463
2464,Lopez,2020-12-20,Caso Archivado,2464
2465,Mason,2022-06-06,Caso Archivado,2465
2466,Lopez,2020-08-27,Caso activo,2466
2467,Willis,2020-06-20,Caso activo,2467
2468,Ross,2021-06-27,Caso Archivado,2468
2469,Crawford,2021-01-06,Caso activo,2469
2470,Brown,2022-04-02,Caso activo,2470
2471,Curry,2021-06-16,Caso cerrado,2471
2472,Gomez,2020-05-06,Caso Archivado,2472
2473,Zuniga,2021-12-25,Caso activo,2473
2474,Anderson,2020-03-15,Caso Archivado,2474
2475,Cole,2020-10-18,Caso activo,2475
2476,Thompson,2023-01-21,Caso cerrado,2476
2477,Garza,2021-11-15,Caso activo,2477
2478,Macias,2020-12-18,Caso cerrado,2478
2479,Hayes,2020-02-08,Caso Archivado,2479
2480,Ortiz,2021-02-06,Caso activo,2480
2481,Meza,2020-06-02,Caso Archivado,2481
2482,Boone,2021-01-22,Caso activo,2482
2483,Knight,2021-03-28,Caso Archivado,2483
2484,Johnson,2022-01-01,Caso cerrado,2484
2485,Holland,2021-02-03,Caso activo,2485
2486,Barrett,2022-12-29,Caso activo,2486
2487,Bailey,2021-02-20,Caso Archivado,2487
2488,Sullivan,2021-09-16,Caso Archivado,2488
2489,Davis,2021-01-23,Caso Archivado,2489
2490,Love,2021-01-13,Caso activo,2490
2491,Jones,2022-02-15,Caso activo,2491
2492,Hutchinson,2022-10-25,Caso cerrado,2492
2493,Davidson,2020-06-16,Caso activo,2493
2494,Santana,2022-04-10,Caso Archivado,2494
2495,Howard,2022-01-19,Caso activo,2495
2496,Jones,2021-07-12,Caso activo,2496
2497,Lopez,2021-02-28,Caso activo,2497
2498,Buckley,2021-05-07,Caso activo,2498
2499,Monroe,2023-01-21,Caso Archivado,2499
2500,Schmidt,2020-06-07,Caso activo,2500
2501,Davis,2022-06-08,Caso Archivado,2501
2502,Gonzalez,2020-08-19,Caso activo,2502
2503,Powell,2020-02-18,Caso Archivado,2503
2504,Fitzpatrick,2022-06-26,Caso activo,2504
2505,Aguilar,2021-04-19,Caso cerrado,2505
2506,Hernandez,2020-08-11,Caso activo,2506
2507,Hubbard,2021-10-20,Caso cerrado,2507
2508,Sullivan,2021-12-16,Caso cerrado,2508
2509,Pittman,2020-02-29,Caso activo,2509
2510,Joseph,2021-07-03,Caso activo,2510
2511,Peterson,2021-03-03,Caso Archivado,2511
2512,Faulkner,2020-04-21,Caso Archivado,2512
2513,Macdonald,2022-04-28,Caso Archivado,2513
2514,Villarreal,2020-04-09,Caso activo,2514
2515,Perkins,2022-07-09,Caso Archivado,2515
2516,Baker,2021-08-31,Caso activo,2516
2517,Mccoy,2020-12-21,Caso activo,2517
2518,Jones,2021-10-06,Caso activo,2518
2519,Pearson,2020-02-18,Caso cerrado,2519
2520,Morrison,2020-08-06,Caso activo,2520
2521,Nelson,2020-10-31,Caso Archivado,2521
2522,Schwartz,2022-09-25,Caso activo,2522
2523,Vaughn,2020-02-01,Caso activo,2523
2524,Hill,2022-07-13,Caso Archivado,2524
2525,Nielsen,2022-01-07,Caso Archivado,2525
2526,Monroe,2021-02-13,Caso activo,2526
2527,Chaney,2022-01-17,Caso Archivado,2527
2528,Johnson,2021-09-03,Caso Archivado,2528
2529,Grant,2022-08-05,Caso Archivado,2529
2530,Brown,2022-04-17,Caso cerrado,2530
2531,Howard,2021-06-25,Caso activo,2531
2532,Miller,2020-07-11,Caso activo,2532
2533,Edwards,2022-04-28,Caso Archivado,2533
2534,Ford,2022-12-17,Caso activo,2534
2535,Turner,2021-05-14,Caso activo,2535
2536,Peterson,2020-04-07,Caso activo,2536
2537,Evans,2020-11-19,Caso Archivado,2537
2538,Dennis,2021-01-29,Caso activo,2538
2539,Anderson,2022-03-26,Caso activo,2539
2540,Ortega,2020-10-03,Caso Archivado,2540
2541,Mcpherson,2020-02-20,Caso activo,2541
2542,Smith,2022-11-07,Caso cerrado,2542
2543,Mendoza,2022-07-14,Caso activo,2543
2544,Brown,2020-08-06,Caso Archivado,2544
2545,Frank,2022-12-11,Caso Archivado,2545
2546,Bell,2022-02-19,Caso activo,2546
2547,Jones,2021-01-19,Caso activo,2547
2548,Saunders,2022-06-07,Caso cerrado,2548
2549,Jones,2022-05-25,Caso cerrado,2549
2550,Lucas,2021-01-30,Caso activo,2550
2551,Wood,2022-09-04,Caso activo,2551
2552,Brown,2020-08-06,Caso Archivado,2552
2553,Rodriguez,2020-01-04,Caso Archivado,2553
2554,Smith,2021-11-08,Caso activo,2554
2555,Mckinney,2020-10-27,Caso activo,2555
2556,Gray,2022-08-07,Caso activo,2556
2557,Terrell,2021-04-28,Caso Archivado,2557
2558,Vaughn,2020-10-17,Caso activo,2558
2559,Roach,2022-06-02,Caso Archivado,2559
2560,Walker,2021-11-16,Caso Archivado,2560
2561,Perry,2020-04-15,Caso activo,2561
2562,Snyder,2020-10-13,Caso cerrado,2562
2563,Miller,2022-05-10,Caso Archivado,2563
2564,Young,2020-08-23,Caso activo,2564
2565,Stevens,2020-01-31,Caso cerrado,2565
2566,Rogers,2021-03-08,Caso activo,2566
2567,Thompson,2021-09-28,Caso activo,2567
2568,Buck,2020-07-19,Caso activo,2568
2569,Ayala,2022-08-18,Caso Archivado,2569
2570,Pollard,2020-12-06,Caso cerrado,2570
2571,Rivera,2020-01-23,Caso activo,2571
2572,Manning,2022-03-24,Caso cerrado,2572
2573,Parks,2021-04-12,Caso activo,2573
2574,Elliott,2021-12-21,Caso Archivado,2574
2575,Pena,2021-10-16,Caso activo,2575
2576,Vang,2021-02-27,Caso cerrado,2576
2577,Tucker,2021-01-03,Caso Archivado,2577
2578,Jenkins,2022-03-12,Caso cerrado,2578
2579,Jimenez,2022-08-03,Caso activo,2579
2580,Ryan,2022-09-25,Caso Archivado,2580
2581,Clark,2021-05-29,Caso cerrado,2581
2582,Hernandez,2020-02-15,Caso activo,2582
2583,Douglas,2022-05-03,Caso activo,2583
2584,Chambers,2020-09-24,Caso activo,2584
2585,Miller,2021-06-21,Caso activo,2585
2586,Gallegos,2021-08-13,Caso cerrado,2586
2587,Terry,2020-04-28,Caso cerrado,2587
2588,Williams,2021-03-24,Caso Archivado,2588
2589,Morrison,2021-07-24,Caso activo,2589
2590,James,2021-02-22,Caso activo,2590
2591,Watson,2021-07-08,Caso activo,2591
2592,Perez,2020-07-03,Caso activo,2592
2593,Smith,2020-03-14,Caso cerrado,2593
2594,Hammond,2020-03-11,Caso activo,2594
2595,Robertson,2020-02-06,Caso Archivado,2595
2596,Hart,2022-09-11,Caso Archivado,2596
2597,Jackson,2020-11-04,Caso activo,2597
2598,Ayala,2021-09-11,Caso cerrado,2598
2599,Lamb,2021-08-23,Caso activo,2599
2600,Medina,2020-09-07,Caso activo,2600
2601,Porter,2020-07-21,Caso activo,2601
2602,Cruz,2021-04-08,Caso Archivado,2602
2603,Lowery,2020-12-28,Caso Archivado,2603
2604,Harris,2021-08-20,Caso activo,2604
2605,Johnson,2022-08-09,Caso activo,2605
2606,Chambers,2021-11-06,Caso cerrado,2606
2607,Tapia,2022-02-14,Caso cerrado,2607
2608,Johnson,2020-08-11,Caso activo,2608
2609,Small,2020-09-12,Caso activo,2609
2610,Kirby,2022-04-30,Caso cerrado,2610
2611,Harris,2020-08-26,Caso activo,2611
2612,Francis,2020-03-19,Caso activo,2612
2613,Perry,2022-10-28,Caso activo,2613
2614,Le,2021-05-09,Caso activo,2614
2615,White,2021-04-05,Caso activo,2615
2616,Collins,2021-11-26,Caso Archivado,2616
2617,Harris,2021-08-02,Caso cerrado,2617
2618,Hill,2022-11-21,Caso Archivado,2618
2619,Jackson,2021-04-21,Caso activo,2619
2620,Smith,2022-08-11,Caso Archivado,2620
2621,Elliott,2022-12-12,Caso activo,2621
2622,Hayes,2022-12-02,Caso Archivado,2622
2623,Griffith,2023-01-21,Caso activo,2623
2624,Martinez,2020-01-10,Caso activo,2624
2625,Carpenter,2022-03-20,Caso activo,2625
2626,Griffin,2022-12-25,Caso activo,2626
2627,Stewart,2020-11-19,Caso activo,2627
2628,Castillo,2022-12-07,Caso Archivado,2628
2629,Nicholson,2021-07-11,Caso Archivado,2629
2630,Carpenter,2022-12-30,Caso activo,2630
2631,Bradford,2022-01-13,Caso Archivado,2631
2632,Smith,2021-08-14,Caso Archivado,2632
2633,Rojas,2020-12-23,Caso activo,2633
2634,Morales,2021-04-17,Caso cerrado,2634
2635,James,2022-08-06,Caso Archivado,2635
2636,Freeman,2020-03-23,Caso Archivado,2636
2637,Whitney,2022-12-17,Caso Archivado,2637
2638,Ward,2021-08-29,Caso cerrado,2638
2639,Johnston,2022-05-10,Caso activo,2639
2640,Freeman,2022-05-04,Caso cerrado,2640
2641,Jacobs,2022-08-06,Caso activo,2641
2642,Hunter,2022-03-16,Caso cerrado,2642
2643,Brown,2020-09-25,Caso activo,2643
2644,Graham,2020-03-11,Caso Archivado,2644
2645,Hensley,2021-08-15,Caso Archivado,2645
2646,Gonzales,2020-06-14,Caso Archivado,2646
2647,White,2020-12-04,Caso activo,2647
2648,Rivera,2020-06-29,Caso Archivado,2648
2649,Perez,2023-01-01,Caso activo,2649
2650,Jefferson,2022-01-07,Caso cerrado,2650
2651,Hancock,2020-04-27,Caso activo,2651
2652,Smith,2022-04-19,Caso activo,2652
2653,Jones,2020-03-07,Caso cerrado,2653
2654,Perez,2021-11-01,Caso activo,2654
2655,Baxter,2020-12-12,Caso Archivado,2655
2656,Larson,2022-03-10,Caso activo,2656
2657,Howell,2020-01-13,Caso cerrado,2657
2658,Duncan,2020-03-23,Caso activo,2658
2659,Reeves,2020-07-06,Caso cerrado,2659
2660,Foster,2022-11-29,Caso cerrado,2660
2661,Newman,2020-12-10,Caso activo,2661
2662,Mccormick,2021-10-05,Caso activo,2662
2663,Lopez,2022-07-09,Caso cerrado,2663
2664,Cooper,2022-10-15,Caso cerrado,2664
2665,Harmon,2022-09-12,Caso Archivado,2665
2666,Buckley,2022-11-22,Caso cerrado,2666
2667,Blevins,2020-10-28,Caso cerrado,2667
2668,Rodriguez,2020-08-17,Caso cerrado,2668
2669,Sanchez,2021-08-04,Caso Archivado,2669
2670,Stanley,2022-04-09,Caso Archivado,2670
2671,Avery,2020-02-11,Caso cerrado,2671
2672,Perez,2020-09-02,Caso Archivado,2672
2673,Moore,2020-04-17,Caso cerrado,2673
2674,Fletcher,2023-01-08,Caso activo,2674
2675,Martinez,2022-06-15,Caso activo,2675
2676,Lester,2021-01-03,Caso cerrado,2676
2677,Lopez,2021-10-26,Caso activo,2677
2678,Campbell,2021-04-15,Caso Archivado,2678
2679,Scott,2021-01-23,Caso activo,2679
2680,Alvarado,2020-06-24,Caso cerrado,2680
2681,Nguyen,2022-03-21,Caso Archivado,2681
2682,Peters,2020-12-27,Caso cerrado,2682
2683,Nelson,2020-01-29,Caso Archivado,2683
2684,Francis,2021-10-01,Caso activo,2684
2685,Miller,2022-09-01,Caso cerrado,2685
2686,Pugh,2020-10-14,Caso cerrado,2686
2687,Owen,2020-03-07,Caso Archivado,2687
2688,Mendoza,2020-07-07,Caso activo,2688
2689,Baker,2021-05-12,Caso activo,2689
2690,Allen,2021-05-19,Caso activo,2690
2691,Wilson,2021-07-04,Caso Archivado,2691
2692,Wright,2021-03-07,Caso activo,2692
2693,Mendoza,2021-10-19,Caso Archivado,2693
2694,Simon,2021-08-28,Caso activo,2694
2695,Richards,2022-07-19,Caso activo,2695
2696,Graham,2021-05-26,Caso activo,2696
2697,Madden,2020-04-08,Caso Archivado,2697
2698,Walker,2022-05-13,Caso cerrado,2698
2699,Hatfield,2021-03-15,Caso cerrado,2699
2700,Jennings,2023-01-01,Caso activo,2700
2701,Bell,2021-11-13,Caso Archivado,2701
2702,Dillon,2020-08-14,Caso cerrado,2702
2703,Bishop,2021-07-15,Caso activo,2703
2704,Stephens,2021-01-24,Caso cerrado,2704
2705,Mitchell,2022-05-13,Caso activo,2705
2706,Stevens,2021-06-30,Caso cerrado,2706
2707,Hall,2022-01-16,Caso activo,2707
2708,Reyes,2021-12-06,Caso activo,2708
2709,Townsend,2020-01-24,Caso cerrado,2709
2710,Smith,2022-03-05,Caso Archivado,2710
2711,Vance,2021-02-24,Caso activo,2711
2712,Shaw,2022-07-18,Caso activo,2712
2713,Moreno,2020-01-11,Caso Archivado,2713
2714,Adams,2023-01-09,Caso cerrado,2714
2715,Wood,2020-03-27,Caso cerrado,2715
2716,Peterson,2022-07-13,Caso Archivado,2716
2717,Riggs,2022-06-03,Caso activo,2717
2718,Kirk,2021-12-23,Caso activo,2718
2719,Gaines,2022-02-14,Caso Archivado,2719
2720,Wheeler,2020-01-02,Caso activo,2720
2721,Davis,2021-03-25,Caso activo,2721
2722,Robinson,2021-08-31,Caso activo,2722
2723,Roberts,2022-02-27,Caso cerrado,2723
2724,Fowler,2020-12-05,Caso Archivado,2724
2725,Powell,2020-11-22,Caso activo,2725
2726,Williams,2021-03-20,Caso cerrado,2726
2727,Hardy,2021-04-24,Caso Archivado,2727
2728,Carney,2020-07-23,Caso activo,2728
2729,Dennis,2021-12-26,Caso Archivado,2729
2730,Smith,2022-07-06,Caso activo,2730
2731,Shah,2020-12-24,Caso activo,2731
2732,Martinez,2020-02-04,Caso cerrado,2732
2733,Davis,2020-09-28,Caso activo,2733
2734,Parks,2020-08-18,Caso activo,2734
2735,Jones,2021-06-02,Caso activo,2735
2736,Wood,2020-05-05,Caso Archivado,2736
2737,Duncan,2020-11-29,Caso Archivado,2737
2738,Scott,2021-11-22,Caso activo,2738
2739,Anderson,2020-09-11,Caso Archivado,2739
2740,Jones,2022-10-23,Caso Archivado,2740
2741,Harvey,2021-12-15,Caso Archivado,2741
2742,Brown,2021-01-26,Caso cerrado,2742
2743,Morgan,2021-05-10,Caso activo,2743
2744,Wall,2022-09-06,Caso cerrado,2744
2745,Robertson,2020-05-08,Caso activo,2745
2746,Hernandez,2020-02-13,Caso Archivado,2746
2747,Anderson,2020-07-09,Caso cerrado,2747
2748,Bell,2022-02-04,Caso cerrado,2748
2749,Duffy,2021-04-05,Caso activo,2749
2750,Foster,2022-11-24,Caso cerrado,2750
2751,Gomez,2022-12-17,Caso activo,2751
2752,Turner,2021-12-14,Caso activo,2752
2753,Roberts,2021-05-19,Caso cerrado,2753
2754,Sanders,2020-11-14,Caso activo,2754
2755,Ward,2021-05-29,Caso Archivado,2755
2756,Schmidt,2022-12-02,Caso activo,2756
2757,Myers,2021-08-03,Caso Archivado,2757
2758,Burke,2020-06-08,Caso activo,2758
2759,Flores,2021-09-30,Caso activo,2759
2760,Davis,2020-08-31,Caso activo,2760
2761,Bennett,2022-02-02,Caso activo,2761
2762,Gonzalez,2022-08-25,Caso cerrado,2762
2763,Poole,2023-01-15,Caso cerrado,2763
2764,Adams,2022-03-20,Caso activo,2764
2765,Hernandez,2021-08-28,Caso activo,2765
2766,Glass,2020-09-10,Caso cerrado,2766
2767,Smith,2023-01-20,Caso activo,2767
2768,Brooks,2020-06-19,Caso Archivado,2768
2769,Herrera,2020-12-23,Caso activo,2769
2770,Wilson,2022-03-12,Caso Archivado,2770
2771,Clark,2021-09-13,Caso activo,2771
2772,Adams,2021-03-06,Caso activo,2772
2773,Davis,2022-04-22,Caso cerrado,2773
2774,Kent,2021-09-06,Caso Archivado,2774
2775,Murphy,2022-12-06,Caso activo,2775
2776,Cortez,2020-04-11,Caso activo,2776
2777,Richardson,2022-01-21,Caso activo,2777
2778,Lopez,2021-12-04,Caso activo,2778
2779,Espinoza,2021-09-22,Caso Archivado,2779
2780,Anderson,2022-09-19,Caso activo,2780
2781,Duncan,2021-03-19,Caso activo,2781
2782,Parker,2022-11-16,Caso activo,2782
2783,Golden,2022-05-25,Caso Archivado,2783
2784,Carlson,2021-07-06,Caso cerrado,2784
2785,Rose,2022-04-29,Caso Archivado,2785
2786,Lynn,2021-04-23,Caso activo,2786
2787,Clark,2021-11-25,Caso cerrado,2787
2788,Randolph,2020-07-06,Caso activo,2788
2789,Mccarthy,2020-04-26,Caso Archivado,2789
2790,Everett,2023-01-06,Caso activo,2790
2791,Kim,2021-11-14,Caso Archivado,2791
2792,Cunningham,2021-02-11,Caso activo,2792
2793,Mora,2020-12-28,Caso activo,2793
2794,Cunningham,2022-02-14,Caso activo,2794
2795,Marquez,2021-06-09,Caso cerrado,2795
2796,Martinez,2022-09-21,Caso cerrado,2796
2797,Parker,2021-01-10,Caso activo,2797
2798,Gonzales,2022-03-07,Caso activo,2798
2799,Smith,2022-04-27,Caso activo,2799
2800,Clark,2020-08-03,Caso activo,2800
2801,Taylor,2020-11-18,Caso Archivado,2801
2802,Castillo,2022-05-06,Caso Archivado,2802
2803,Lee,2020-01-02,Caso activo,2803
2804,Bates,2020-02-29,Caso activo,2804
2805,Joseph,2022-11-23,Caso activo,2805
2806,Hardy,2022-09-26,Caso Archivado,2806
2807,Evans,2021-05-02,Caso cerrado,2807
2808,Compton,2021-06-25,Caso activo,2808
2809,Miranda,2021-05-10,Caso activo,2809
2810,King,2020-01-19,Caso activo,2810
2811,Diaz,2020-06-24,Caso cerrado,2811
2812,Griffith,2022-08-24,Caso activo,2812
2813,Hansen,2023-01-02,Caso Archivado,2813
2814,Roberts,2020-11-18,Caso activo,2814
2815,Martinez,2020-01-30,Caso Archivado,2815
2816,Johnson,2020-01-01,Caso activo,2816
2817,Johnston,2022-08-28,Caso activo,2817
2818,Tran,2020-05-24,Caso cerrado,2818
2819,Russell,2022-08-21,Caso Archivado,2819
2820,Waller,2022-10-27,Caso activo,2820
2821,Leonard,2021-06-17,Caso activo,2821
2822,Hoover,2021-08-02,Caso cerrado,2822
2823,Miller,2021-03-29,Caso cerrado,2823
2824,Proctor,2022-10-21,Caso Archivado,2824
2825,Wright,2022-06-17,Caso Archivado,2825
2826,Fisher,2022-07-10,Caso activo,2826
2827,Jones,2022-12-19,Caso activo,2827
2828,Miller,2021-05-11,Caso Archivado,2828
2829,Marshall,2023-01-08,Caso activo,2829
2830,Dawson,2020-03-05,Caso cerrado,2830
2831,Rodriguez,2020-02-11,Caso Archivado,2831
2832,Mcdonald,2020-05-28,Caso activo,2832
2833,Smith,2020-02-09,Caso activo,2833
2834,Perez,2020-02-21,Caso activo,2834
2835,Duffy,2021-07-02,Caso activo,2835
2836,Ramirez,2020-01-15,Caso activo,2836
2837,Lopez,2022-03-29,Caso Archivado,2837
2838,Jackson,2022-07-11,Caso Archivado,2838
2839,Patel,2020-12-18,Caso activo,2839
2840,Henderson,2020-08-18,Caso Archivado,2840
2841,Jimenez,2021-12-13,Caso activo,2841
2842,Burch,2020-10-15,Caso activo,2842
2843,Figueroa,2020-10-24,Caso cerrado,2843
2844,Fuentes,2022-11-18,Caso Archivado,2844
2845,Shaw,2022-10-07,Caso cerrado,2845
2846,Rodriguez,2022-02-08,Caso activo,2846
2847,Williams,2020-12-13,Caso cerrado,2847
2848,Davis,2021-02-23,Caso Archivado,2848
2849,Fuentes,2022-11-16,Caso activo,2849
2850,Turner,2022-02-27,Caso Archivado,2850
2851,Garcia,2021-11-30,Caso Archivado,2851
2852,Reid,2021-11-04,Caso Archivado,2852
2853,White,2022-11-17,Caso cerrado,2853
2854,Arias,2021-04-13,Caso Archivado,2854
2855,Rodriguez,2021-01-22,Caso activo,2855
2856,Cole,2021-12-15,Caso cerrado,2856
2857,White,2020-07-30,Caso Archivado,2857
2858,Collins,2020-12-09,Caso Archivado,2858
2859,Scott,2022-02-11,Caso activo,2859
2860,Young,2020-01-24,Caso activo,2860
2861,Scott,2022-10-02,Caso cerrado,2861
2862,Anderson,2022-06-14,Caso cerrado,2862
2863,Dixon,2022-12-29,Caso Archivado,2863
2864,Martinez,2022-10-11,Caso activo,2864
2865,Flowers,2022-10-30,Caso Archivado,2865
2866,Perez,2021-01-09,Caso activo,2866
2867,Simpson,2021-09-17,Caso activo,2867
2868,Rodriguez,2021-01-07,Caso Archivado,2868
2869,Higgins,2020-03-03,Caso activo,2869
2870,Gardner,2020-02-10,Caso Archivado,2870
2871,Harrison,2022-08-28,Caso activo,2871
2872,Ward,2021-03-07,Caso activo,2872
2873,Mitchell,2020-10-29,Caso cerrado,2873
2874,Morrison,2020-03-02,Caso Archivado,2874
2875,Morgan,2021-01-04,Caso cerrado,2875
2876,Sheppard,2021-09-29,Caso activo,2876
2877,Evans,2022-12-18,Caso cerrado,2877
2878,Miller,2020-03-31,Caso Archivado,2878
2879,Salazar,2020-01-15,Caso activo,2879
2880,Butler,2022-12-18,Caso activo,2880
2881,Ross,2020-11-13,Caso activo,2881
2882,Lopez,2020-12-15,Caso cerrado,2882
2883,Reed,2021-01-18,Caso activo,2883
2884,Ross,2020-10-11,Caso Archivado,2884
2885,Jimenez,2020-01-03,Caso cerrado,2885
2886,Griffith,2022-12-25,Caso activo,2886
2887,Rios,2022-12-18,Caso Archivado,2887
2888,Marquez,2020-11-21,Caso Archivado,2888
2889,Mosley,2020-02-15,Caso activo,2889
2890,Hull,2020-03-28,Caso Archivado,2890
2891,Wheeler,2022-07-12,Caso Archivado,2891
2892,Clark,2020-06-27,Caso activo,2892
2893,Robertson,2021-10-07,Caso activo,2893
2894,Miller,2020-10-04,Caso activo,2894
2895,Rios,2022-12-20,Caso activo,2895
2896,Mccarthy,2021-06-23,Caso Archivado,2896
2897,Pittman,2021-03-12,Caso cerrado,2897
2898,Wong,2022-08-12,Caso activo,2898
2899,Martin,2021-12-02,Caso activo,2899
2900,Hart,2021-09-28,Caso cerrado,2900
2901,Baker,2021-10-13,Caso activo,2901
2902,Smith,2021-08-07,Caso activo,2902
2903,Montes,2022-03-24,Caso cerrado,2903
2904,Martinez,2022-06-08,Caso activo,2904
2905,Gamble,2020-07-28,Caso activo,2905
2906,Cowan,2021-04-30,Caso activo,2906
2907,Hernandez,2021-08-23,Caso Archivado,2907
2908,Thomas,2020-02-27,Caso cerrado,2908
2909,Ramirez,2020-02-17,Caso activo,2909
2910,Baird,2022-02-03,Caso Archivado,2910
2911,Perez,2022-10-10,Caso cerrado,2911
2912,Meyer,2020-07-30,Caso activo,2912
2913,Neal,2020-01-02,Caso activo,2913
2914,Barton,2020-08-15,Caso activo,2914
2915,Anderson,2022-03-05,Caso activo,2915
2916,Reynolds,2022-08-22,Caso cerrado,2916
2917,Morris,2020-03-24,Caso Archivado,2917
2918,Norris,2022-07-07,Caso Archivado,2918
2919,Burnett,2021-10-31,Caso Archivado,2919
2920,Love,2020-11-10,Caso Archivado,2920
2921,Parks,2021-05-12,Caso activo,2921
2922,Oliver,2022-08-22,Caso Archivado,2922
2923,Foster,2021-01-12,Caso Archivado,2923
2924,Brooks,2020-05-26,Caso activo,2924
2925,Bruce,2022-10-27,Caso Archivado,2925
2926,Herring,2021-04-10,Caso activo,2926
2927,Martinez,2020-02-08,Caso activo,2927
2928,Williams,2021-12-28,Caso cerrado,2928
2929,Reed,2022-03-17,Caso Archivado,2929
2930,Parrish,2022-10-29,Caso activo,2930
2931,Molina,2020-07-08,Caso Archivado,2931
2932,Bush,2022-03-17,Caso cerrado,2932
2933,Stuart,2023-01-02,Caso cerrado,2933
2934,Phillips,2022-02-21,Caso cerrado,2934
2935,Ford,2022-12-14,Caso Archivado,2935
2936,Hodge,2021-05-26,Caso Archivado,2936
2937,Richmond,2020-04-27,Caso Archivado,2937
2938,Nelson,2021-08-13,Caso Archivado,2938
2939,Miller,2020-02-14,Caso activo,2939
2940,Lewis,2022-07-31,Caso activo,2940
2941,Spencer,2020-12-24,Caso activo,2941
2942,Anderson,2021-03-21,Caso activo,2942
2943,Rice,2021-02-23,Caso cerrado,2943
2944,Foster,2022-05-07,Caso Archivado,2944
2945,Scott,2021-07-27,Caso cerrado,2945
2946,Page,2020-02-24,Caso activo,2946
2947,Allen,2021-01-27,Caso activo,2947
2948,Munoz,2021-05-28,Caso activo,2948
2949,Michael,2021-02-10,Caso cerrado,2949
2950,Garrett,2020-11-14,Caso activo,2950
2951,Nelson,2020-10-20,Caso cerrado,2951
2952,Carey,2020-11-12,Caso activo,2952
2953,Perez,2022-05-01,Caso Archivado,2953
2954,Hicks,2022-10-07,Caso Archivado,2954
2955,Tapia,2020-08-12,Caso Archivado,2955
2956,Brown,2022-01-01,Caso Archivado,2956
2957,Austin,2022-07-08,Caso Archivado,2957
2958,Collins,2020-10-01,Caso cerrado,2958
2959,Wells,2020-03-13,Caso activo,2959
2960,Carlson,2020-12-04,Caso Archivado,2960
2961,Sullivan,2020-05-25,Caso Archivado,2961
2962,Gallegos,2021-01-27,Caso Archivado,2962
2963,Murphy,2021-06-22,Caso activo,2963
2964,Kennedy,2022-10-25,Caso Archivado,2964
2965,Serrano,2021-06-08,Caso activo,2965
2966,Middleton,2021-09-12,Caso activo,2966
2967,Gonzalez,2022-03-23,Caso activo,2967
2968,Holmes,2022-06-20,Caso activo,2968
2969,Griffin,2021-03-13,Caso Archivado,2969
2970,Lawson,2021-05-27,Caso Archivado,2970
2971,Benitez,2022-03-22,Caso activo,2971
2972,Delacruz,2020-02-19,Caso activo,2972
2973,Medina,2020-02-22,Caso activo,2973
2974,Bailey,2020-03-28,Caso Archivado,2974
2975,Taylor,2021-11-28,Caso activo,2975
2976,Horton,2021-08-09,Caso cerrado,2976
2977,Hart,2021-12-30,Caso activo,2977
2978,Phillips,2021-04-05,Caso activo,2978
2979,Brown,2021-09-27,Caso Archivado,2979
2980,Crawford,2022-11-11,Caso Archivado,2980
2981,Saunders,2021-05-31,Caso cerrado,2981
2982,Ware,2020-06-10,Caso Archivado,2982
2983,Sherman,2022-07-28,Caso activo,2983
2984,Richards,2020-05-12,Caso Archivado,2984
2985,Ramirez,2022-05-23,Caso cerrado,2985
2986,Harvey,2020-06-28,Caso activo,2986
2987,Shepard,2021-02-06,Caso Archivado,2987
2988,Miller,2021-09-18,Caso cerrado,2988
2989,Wilson,2020-03-05,Caso Archivado,2989
2990,Mayo,2021-08-05,Caso Archivado,2990
2991,Huber,2022-02-17,Caso cerrado,2991
2992,Baker,2021-01-11,Caso cerrado,2992
2993,Perez,2021-11-04,Caso cerrado,2993
2994,Hunter,2020-12-10,Caso cerrado,2994
2995,Palmer,2021-12-26,Caso Archivado,2995
2996,Rivers,2020-12-15,Caso Archivado,2996
2997,Huang,2022-08-04,Caso Archivado,2997
2998,Morgan,2021-04-27,Caso activo,2998
2999,Huang,2020-12-01,Caso Archivado,2999
3000,Williams,2021-09-30,Caso Archivado,3000
3001,Murphy,2022-07-05,Caso cerrado,3001
3002,Cooper,2020-08-15,Caso Archivado,3002
3003,Martin,2020-02-26,Caso activo,3003
3004,Wilkins,2022-04-29,Caso cerrado,3004
3005,Harrell,2022-07-31,Caso cerrado,3005
3006,Miller,2020-09-10,Caso activo,3006
3007,Jackson,2020-09-23,Caso activo,3007
3008,Powers,2021-03-02,Caso activo,3008
3009,Arias,2022-04-27,Caso activo,3009
