nbr_ci_id,var_ci_nombre,var_ci_status,nbr_ba_id
1493,Edward Martinez,casado/a,1493
1494,Christopher James,Divorciado/a,1494
1495,Kathryn Hart,Divorciado/a,1495
1496,Melissa Gibson,solter/a,1496
1497,Brandon Waller,Divorciado/a,1497
1498,Miguel Gray,solter/a,1498
1499,Miguel Moore,casado/a,1499
1500,David Bradley,solter/a,1500
1501,Miss Joann Patel,Divorciado/a,1501
1502,Sandra Schmidt,solter/a,1502
1503,Steven Miranda,Viudo/a,1503
1504,Karen Perkins,solter/a,1504
1505,Ashley Conner,Divorciado/a,1505
1506,Briana Watson,solter/a,1506
1507,Danny Clark,solter/a,1507
1508,Melissa Hunter,Divorciado/a,1508
1509,Richard Robles,casado/a,1509
1510,Yolanda Moore,solter/a,1510
1511,Tony Roy,casado/a,1511
1512,Leah Kennedy,solter/a,1512
1513,John Jordan,Divorciado/a,1513
1514,Crystal Sawyer,solter/a,1514
1515,Patrick Duran,Viudo/a,1515
1516,Christopher White,solter/a,1516
1517,Manuel Perez,solter/a,1517
1518,Samantha Richard,casado/a,1518
1519,Patrick Carrillo,casado/a,1519
1520,Nicholas Sutton,Divorciado/a,1520
1521,Diane Haney,Divorciado/a,1521
1522,John Thomas,Viudo/a,1522
1523,Stephanie Allen,solter/a,1523
1524,Kayla Walker,casado/a,1524
1525,Alexander Garcia,solter/a,1525
1526,Brian Travis IV,solter/a,1526
1527,Jason Lawrence,Viudo/a,1527
1528,Christopher Welch,casado/a,1528
1529,Mark Miller,casado/a,1529
1530,Jason Edwards,solter/a,1530
1531,Kevin Glover,casado/a,1531
1532,Ann Smith,solter/a,1532
1533,Michael Beltran,solter/a,1533
1534,Christopher Smith,solter/a,1534
1535,Nathan Holland,casado/a,1535
1536,Chris Wright,Divorciado/a,1536
1537,Jeffrey Trevino,solter/a,1537
1538,Jennifer Anderson,casado/a,1538
1539,Troy Navarro,solter/a,1539
1540,Kyle Jackson,solter/a,1540
1541,Lisa Blevins,casado/a,1541
1542,Richard Pearson,solter/a,1542
1543,Peter Jones,solter/a,1543
1544,Shane Powell,casado/a,1544
1545,Mrs. Sarah Aguilar,solter/a,1545
1546,Sarah Bradshaw,Divorciado/a,1546
1547,Barbara Green,solter/a,1547
1548,Benjamin Duncan,solter/a,1548
1549,Sara Hanson,solter/a,1549
1550,Laurie Valdez,solter/a,1550
1551,Kimberly Martin,casado/a,1551
1552,Allison Berger,solter/a,1552
1553,Paul Padilla,Divorciado/a,1553
1554,Michael Hicks,casado/a,1554
1555,Sonia Davis,solter/a,1555
1556,David Cook,solter/a,1556
1557,Joseph Jenkins,casado/a,1557
1558,Christine Rivera,Divorciado/a,1558
1559,Corey Castillo,casado/a,1559
1560,Dakota Lawrence,solter/a,1560
1561,Amanda Martinez,casado/a,1561
1562,Danielle Adams,Viudo/a,1562
1563,Erica Robinson,casado/a,1563
1564,Jessica Hawkins,Viudo/a,1564
1565,Lisa Jefferson,solter/a,1565
1566,Christina Graham,casado/a,1566
1567,Ms. Kathleen Roberts,solter/a,1567
1568,Alexis Bryan MD,solter/a,1568
1569,Isaiah Harrington,solter/a,1569
1570,Casey Bailey,Divorciado/a,1570
1571,Janice Matthews,solter/a,1571
1572,Arthur Garcia,Divorciado/a,1572
1573,Alan Haynes,solter/a,1573
1574,Nicole Rogers,casado/a,1574
1575,Sarah Fields DDS,Divorciado/a,1575
1576,Lucas Harrison,solter/a,1576
1577,Kristina Hill,solter/a,1577
1578,Theresa Scott,Divorciado/a,1578
1579,Jordan Hernandez,solter/a,1579
1580,Adrian Herrera,casado/a,1580
1581,Patrick Long,casado/a,1581
1582,Laura Grant,solter/a,1582
1583,Kristin Bennett,solter/a,1583
1584,Robert Kelly,Divorciado/a,1584
1585,Jeremy Lopez,Divorciado/a,1585
1586,Joseph Hanson,casado/a,1586
1587,Dr. Mark Turner DVM,casado/a,1587
1588,Ryan Turner,Divorciado/a,1588
1589,Roger Tyler,casado/a,1589
1590,James Bell,solter/a,1590
1591,Sergio Adkins,solter/a,1591
1592,Kyle Trevino,solter/a,1592
1593,Cynthia Armstrong,casado/a,1593
1594,Scott Perkins,solter/a,1594
1595,Marissa Townsend,casado/a,1595
1596,Nancy Ball,solter/a,1596
1597,Kaylee King,casado/a,1597
1598,Natalie Smith,solter/a,1598
1599,Antonio Sanchez,casado/a,1599
1600,William Fernandez,solter/a,1600
1601,Danielle Williams,solter/a,1601
1602,Amber Hayes,Divorciado/a,1602
1603,James Miller,Viudo/a,1603
1604,Daniel Berry,solter/a,1604
1605,Jamie Robinson,solter/a,1605
1606,Jason Dyer,casado/a,1606
1607,Michael Allen,Divorciado/a,1607
1608,Stacy Jones,solter/a,1608
1609,Timothy Roth,solter/a,1609
1610,Roger Sparks,Divorciado/a,1610
1611,Stacey Bush,casado/a,1611
1612,Joseph Johnson,solter/a,1612
1613,Brittany Brady,casado/a,1613
1614,Jacqueline Foster,solter/a,1614
1615,Brian Martinez,casado/a,1615
1616,Robert Vasquez,Divorciado/a,1616
1617,Leslie Smith,casado/a,1617
1618,Valerie Jones,solter/a,1618
1619,Bonnie Morris DDS,solter/a,1619
1620,Emily Garrett,Divorciado/a,1620
1621,Samuel Barnes,casado/a,1621
1622,Mark Vega,casado/a,1622
1623,Danny Thornton,casado/a,1623
1624,Chad Henderson,solter/a,1624
1625,William Kelly,Divorciado/a,1625
1626,Aaron Coleman,solter/a,1626
1627,Julia Deleon,solter/a,1627
1628,Stephanie Vasquez,casado/a,1628
1629,Teresa Brooks,casado/a,1629
1630,Elizabeth Wilson,casado/a,1630
1631,Paul Vasquez,Divorciado/a,1631
1632,John Smith,solter/a,1632
1633,Kevin Warner,Divorciado/a,1633
1634,Alexandria Brooks,Divorciado/a,1634
1635,Shawn Reese,solter/a,1635
1636,Michael Thomas,casado/a,1636
1637,Cheryl Barnett,solter/a,1637
1638,Kaylee Waters,solter/a,1638
1639,Robert Coleman,solter/a,1639
1640,Timothy Ayers,casado/a,1640
1641,Steven Williams,Divorciado/a,1641
1642,Nicole Wilson,solter/a,1642
1643,Ryan Martinez,casado/a,1643
1644,Michelle Haynes,casado/a,1644
1645,Taylor Patel,casado/a,1645
1646,Jacqueline Leblanc,Divorciado/a,1646
1647,Christina Foster,casado/a,1647
1648,Emily King,Viudo/a,1648
1649,Robin Smith,casado/a,1649
1650,Jimmy Nunez,casado/a,1650
1651,Travis Salazar,solter/a,1651
1652,Brittany Hunter,casado/a,1652
1653,Laura Perez,casado/a,1653
1654,Michelle Morris,Divorciado/a,1654
1655,Amber Perez,casado/a,1655
1656,David Fischer,Viudo/a,1656
1657,Corey Stark,solter/a,1657
1658,Cheryl Bond,Divorciado/a,1658
1659,Erik Myers,Viudo/a,1659
1660,Jonathan Flores,Viudo/a,1660
1661,James Lewis,solter/a,1661
1662,Sara Morgan,solter/a,1662
1663,Laura Williams,casado/a,1663
1664,Marc Grant,solter/a,1664
1665,Sean Hogan,casado/a,1665
1666,Ryan Salas,Divorciado/a,1666
1667,Jeremy Lee,solter/a,1667
1668,John Oconnor,solter/a,1668
1669,Scott Castro,casado/a,1669
1670,Amber Jones,Divorciado/a,1670
1671,Richard Garcia,casado/a,1671
1672,Mr. Robert Ashley,solter/a,1672
1673,Evelyn Carrillo,Viudo/a,1673
1674,Cody Montgomery,Divorciado/a,1674
1675,Margaret Thompson,casado/a,1675
1676,Timothy Nelson,Viudo/a,1676
1677,Jennifer Farmer,solter/a,1677
1678,Seth Cantrell,Divorciado/a,1678
1679,Stacey Morales,solter/a,1679
1680,Jordan Osborn,Divorciado/a,1680
1681,Terry Mckinney,Viudo/a,1681
1682,Timothy Huerta,Viudo/a,1682
1683,David Leach,solter/a,1683
1684,Todd Hill,solter/a,1684
1685,John Adams,solter/a,1685
1686,Mr. Ronald Reynolds,solter/a,1686
1687,Cathy King,solter/a,1687
1688,Erin Mendoza,casado/a,1688
1689,Christopher Robinson,Viudo/a,1689
1690,William Mckinney,solter/a,1690
1691,John Park,Divorciado/a,1691
1692,Shawn Fernandez DDS,solter/a,1692
1693,David Ayala,solter/a,1693
1694,Richard Watson,solter/a,1694
1695,Andrew Joseph,solter/a,1695
1696,Linda Davis,solter/a,1696
1697,Rachel Norris,casado/a,1697
1698,Jennifer Fisher,Divorciado/a,1698
1699,Andrew Mueller,solter/a,1699
1700,David Smith,solter/a,1700
1701,Yesenia Dennis,solter/a,1701
1702,Mckenzie Acosta,casado/a,1702
1703,Loretta Allen,casado/a,1703
1704,Morgan Parrish,solter/a,1704
1705,Tina Meyer,Divorciado/a,1705
1706,Gabriela Clark,casado/a,1706
1707,Erica Flores,Divorciado/a,1707
1708,Alan Campbell,solter/a,1708
1709,Jasmine Cooper,Divorciado/a,1709
1710,Sara Hodge,solter/a,1710
1711,Jeffrey Church,Divorciado/a,1711
1712,Natasha Torres,casado/a,1712
1713,Gary Stone,Viudo/a,1713
1714,Daniel Wilson,solter/a,1714
1715,Michelle Murray,solter/a,1715
1716,Michelle Grant,solter/a,1716
1717,Dennis Reid,Divorciado/a,1717
1718,Christopher Roberts,solter/a,1718
1719,Stacy Perez,solter/a,1719
1720,Michelle Benson,solter/a,1720
1721,Ricky Johnson,Viudo/a,1721
1722,Jared Winters,solter/a,1722
1723,Lucas Schmidt,solter/a,1723
1724,Teresa Alvarez,solter/a,1724
1725,Anthony Strickland,casado/a,1725
1726,Evan Villarreal,solter/a,1726
1727,Morgan Peterson,casado/a,1727
1728,Emily Gonzales,casado/a,1728
1729,Lee Lewis,solter/a,1729
1730,Aaron Tran,casado/a,1730
1731,Amy Roberts,solter/a,1731
1732,Jessica Garcia,casado/a,1732
1733,Howard Estrada,solter/a,1733
1734,Brandon Roth,casado/a,1734
1735,Deborah Reyes,solter/a,1735
1736,Jennifer Johnson,Viudo/a,1736
1737,Nancy Reese,casado/a,1737
1738,Anna Smith,Divorciado/a,1738
1739,Theresa Stephens,solter/a,1739
1740,Paul Warren,solter/a,1740
1741,John Chavez,casado/a,1741
1742,Sharon Hinton DDS,casado/a,1742
1743,Mark Rice,casado/a,1743
1744,Erik Mills,Divorciado/a,1744
1745,Kim Sutton,casado/a,1745
1746,Anthony Johnson,solter/a,1746
1747,Robyn Melton,solter/a,1747
1748,Todd Welch,Divorciado/a,1748
1749,Linda Romero,solter/a,1749
1750,Lisa Parker,casado/a,1750
1751,Dustin Singleton,casado/a,1751
1752,Debra Pierce,solter/a,1752
1753,Mitchell Davis,casado/a,1753
1754,Haley Bryant,solter/a,1754
1755,John Clements,solter/a,1755
1756,Richard Maldonado,solter/a,1756
1757,Brian Henderson,casado/a,1757
1758,Carrie Rice,solter/a,1758
1759,John Miller,solter/a,1759
1760,Steven Costa,solter/a,1760
1761,Megan Charles,casado/a,1761
1762,Judith Rowe,solter/a,1762
1763,Michael Parker,Viudo/a,1763
1764,Sabrina Silva,Divorciado/a,1764
1765,Heather Garner,Divorciado/a,1765
1766,David Gonzales,Divorciado/a,1766
1767,Jennifer Rosales,solter/a,1767
1768,Michael Howard,Divorciado/a,1768
1769,Marc Herrera,Divorciado/a,1769
1770,Christopher Rodriguez,solter/a,1770
1771,Robert Singh,Divorciado/a,1771
1772,Christopher Rasmussen,solter/a,1772
1773,Jennifer Wilson,Viudo/a,1773
1774,Amy Smith,Divorciado/a,1774
1775,Christopher Werner,solter/a,1775
1776,Melissa Perez,Divorciado/a,1776
1777,Dawn James,casado/a,1777
1778,Catherine Harvey,solter/a,1778
1779,Rachel Benson,solter/a,1779
1780,Michelle Collins,solter/a,1780
1781,Zachary Patterson,casado/a,1781
1782,Joseph Owens,Viudo/a,1782
1783,Lisa Crawford,solter/a,1783
1784,Anthony Bender,solter/a,1784
1785,Ashley Black,solter/a,1785
1786,Linda Nelson,casado/a,1786
1787,Dawn Smith,casado/a,1787
1788,Jeffrey Cruz,casado/a,1788
1789,Carl Preston,solter/a,1789
1790,Raven Chapman,solter/a,1790
1791,Stephanie Bell,solter/a,1791
1792,Nancy Shaffer,solter/a,1792
1793,Eric Mccoy,solter/a,1793
1794,Michael Jefferson,casado/a,1794
1795,Jeremy Evans,solter/a,1795
1796,Dr. Brian Nelson,solter/a,1796
1797,Brooke Morales,Divorciado/a,1797
1798,Samantha Bennett,Divorciado/a,1798
1799,Cynthia Gutierrez PhD,casado/a,1799
1800,Joseph Sampson,Viudo/a,1800
1801,Christine Hanna,solter/a,1801
1802,Rachel Ochoa,solter/a,1802
1803,Brandy West,Viudo/a,1803
1804,Tammy Forbes,casado/a,1804
1805,Kiara Diaz,casado/a,1805
1806,Bonnie Fisher,casado/a,1806
1807,Susan Dyer,casado/a,1807
1808,Ricky Perez,Divorciado/a,1808
1809,Chad Anthony,solter/a,1809
1810,Tyler Carpenter,casado/a,1810
1811,Daniel Callahan,casado/a,1811
1812,Brooke Olson,Divorciado/a,1812
1813,Morgan Ramirez,solter/a,1813
1814,Ricardo Mcbride,casado/a,1814
1815,Jacob Reeves,Divorciado/a,1815
1816,Natalie Leblanc,solter/a,1816
1817,William George,Divorciado/a,1817
1818,David Jordan,casado/a,1818
1819,Ryan Allen,solter/a,1819
1820,Jennifer Graham,solter/a,1820
1821,Alex Maynard,solter/a,1821
1822,Elizabeth Johnson,solter/a,1822
1823,Jessica Ramsey,casado/a,1823
1824,Karen King,casado/a,1824
1825,John Cook,casado/a,1825
1826,Krista Cortez,solter/a,1826
1827,Marissa Spencer,solter/a,1827
1828,Vincent Bush,solter/a,1828
1829,Mitchell Smith,casado/a,1829
1830,Ashley Garcia,solter/a,1830
1831,Terry Wilson,casado/a,1831
1832,Adam Summers,solter/a,1832
1833,Dorothy Jones,Viudo/a,1833
1834,Jackson Parker,solter/a,1834
1835,Nathan Mann,casado/a,1835
1836,Charles Murray,Divorciado/a,1836
1837,Ryan Mathis,solter/a,1837
1838,Samantha Davenport,Divorciado/a,1838
1839,Cody Cunningham,casado/a,1839
1840,Robert Weaver,solter/a,1840
1841,Andrew Smith,solter/a,1841
1842,Ricky Sandoval,Viudo/a,1842
1843,Rodney Hammond,Divorciado/a,1843
1844,Clarence Anderson,solter/a,1844
1845,Jesse Leach,solter/a,1845
1846,Jodi Smith,Divorciado/a,1846
1847,Susan Day,casado/a,1847
1848,Jessica Carroll,solter/a,1848
1849,Anthony Chapman,casado/a,1849
1850,Heather Cannon,casado/a,1850
1851,Erik Moss,Divorciado/a,1851
1852,Leslie Flynn,casado/a,1852
1853,Carmen Cantrell,solter/a,1853
1854,Pamela Morgan,solter/a,1854
1855,David Lowe,solter/a,1855
1856,Victor English,Viudo/a,1856
1857,Edward Wright DDS,casado/a,1857
1858,Peter Chan,casado/a,1858
1859,Lisa Patrick,casado/a,1859
1860,Amanda Ray,solter/a,1860
1861,Alan Smith,casado/a,1861
1862,Dominique Gonzalez,casado/a,1862
1863,Crystal Mendez,solter/a,1863
1864,Shelby Woods,solter/a,1864
1865,Crystal Mclaughlin,solter/a,1865
1866,Kathleen Barron,casado/a,1866
1867,Kelly Singh,solter/a,1867
1868,Barbara Duffy,Divorciado/a,1868
1869,Crystal Baxter,casado/a,1869
1870,Kenneth Martin,Divorciado/a,1870
1871,Aaron Griffin,solter/a,1871
1872,April Lee,casado/a,1872
1873,William Mosley,casado/a,1873
1874,Maurice Cortez,solter/a,1874
1875,Bobby Ray,solter/a,1875
1876,Todd Quinn,casado/a,1876
1877,Amanda Jones,casado/a,1877
1878,Rose Rogers,casado/a,1878
1879,Hunter Carr,solter/a,1879
1880,Jessica Gonzalez,Viudo/a,1880
1881,Jean Rosales,casado/a,1881
1882,Dean Bond,solter/a,1882
1883,Christopher Wang Jr.,casado/a,1883
1884,John Shaw,solter/a,1884
1885,Nathaniel Smith,casado/a,1885
1886,Alexis Perez,casado/a,1886
1887,John Potts,casado/a,1887
1888,Samantha Yu,Divorciado/a,1888
1889,Timothy Larson,solter/a,1889
1890,Jennifer Jones,solter/a,1890
1891,Stephen Reed,casado/a,1891
1892,Debra Burton,casado/a,1892
1893,Jennifer Horn,solter/a,1893
1894,Patricia Schmitt,casado/a,1894
1895,Lisa Hernandez,Viudo/a,1895
1896,Mikayla Henderson,solter/a,1896
1897,Richard Smith DDS,solter/a,1897
1898,Eric Herrera,solter/a,1898
1899,Madison Smith,solter/a,1899
1900,Emily Smith,solter/a,1900
1901,Briana Donaldson,solter/a,1901
1902,William Richmond,casado/a,1902
1903,Jennifer Sparks,solter/a,1903
1904,Jeanne Lee,solter/a,1904
1905,Timothy Byrd,casado/a,1905
1906,Heidi Brown,solter/a,1906
1907,Christy Anderson,solter/a,1907
1908,Gary Smith,casado/a,1908
1909,James Roberts,casado/a,1909
1910,Christian Woods,Divorciado/a,1910
1911,James Tate,solter/a,1911
1912,Kathleen Stephens,casado/a,1912
1913,Randy Baker,Divorciado/a,1913
1914,Travis Donovan,casado/a,1914
1915,Ryan Stewart,casado/a,1915
1916,Diane Phillips,casado/a,1916
1917,Luis Brown,solter/a,1917
1918,Joseph Myers,solter/a,1918
1919,Alec Valdez,casado/a,1919
1920,Mr. Paul Johnson,solter/a,1920
1921,Susan Mccarty,casado/a,1921
1922,Ms. Danielle Miller,casado/a,1922
1923,Steven Jimenez,solter/a,1923
1924,Calvin Lester,solter/a,1924
1925,Melinda Walsh,solter/a,1925
1926,Edward Rodriguez,solter/a,1926
1927,Kimberly Atkinson,Divorciado/a,1927
1928,Sabrina Johnson,solter/a,1928
1929,John Ruiz,Viudo/a,1929
1930,Steven Hayes,solter/a,1930
1931,Jennifer Hernandez,casado/a,1931
1932,Kevin Ayala Jr.,solter/a,1932
1933,Michael Nash,Divorciado/a,1933
1934,Brittany Ferguson,Viudo/a,1934
1935,Seth Wilson,solter/a,1935
1936,Karen Sandoval,solter/a,1936
1937,Lisa Logan,solter/a,1937
1938,Dennis Hoffman,solter/a,1938
1939,Kelly Hall,casado/a,1939
1940,Laura Gonzalez,Divorciado/a,1940
1941,Alexis Smith,casado/a,1941
1942,Lisa Rodriguez,casado/a,1942
1943,Justin Reynolds MD,Divorciado/a,1943
1944,Emma Johnson,solter/a,1944
1945,Lisa Duncan,solter/a,1945
1946,Jon Henry,solter/a,1946
1947,Sarah Holloway,casado/a,1947
1948,Jenny Charles,Viudo/a,1948
1949,Katrina Stewart,solter/a,1949
1950,John Porter,solter/a,1950
1951,Shelly Gonzalez,solter/a,1951
1952,Glenn Ferguson,Viudo/a,1952
1953,Courtney Griffin,Divorciado/a,1953
1954,Kathleen Roberts,solter/a,1954
1955,Jennifer Carter,casado/a,1955
1956,Sara May,solter/a,1956
1957,Sue Knight,casado/a,1957
1958,Jennifer Parks,solter/a,1958
1959,Brian Phillips,solter/a,1959
1960,Lee Johnson,casado/a,1960
1961,Kristina Moran,solter/a,1961
1962,Sara Austin,Viudo/a,1962
1963,Melinda Howard,casado/a,1963
1964,Calvin Nguyen,solter/a,1964
1965,Kari Morris,solter/a,1965
1966,Jacob Stevens,solter/a,1966
1967,Jackson Nelson,casado/a,1967
1968,Charles Rubio,solter/a,1968
1969,Christopher Guzman,solter/a,1969
1970,Gabriel Jones,solter/a,1970
1971,Kevin Melton,casado/a,1971
1972,Amber Obrien,Viudo/a,1972
1973,Gail Archer,solter/a,1973
1974,Natalie King,casado/a,1974
1975,Steven Ortiz,Divorciado/a,1975
1976,Ryan White,casado/a,1976
1977,Melissa Jackson,Viudo/a,1977
1978,Catherine Foster,solter/a,1978
1979,Christopher Merritt,solter/a,1979
1980,Dustin Lewis,Viudo/a,1980
1981,Philip Rogers,casado/a,1981
1982,Mr. Rodney Kennedy,casado/a,1982
1983,Madison Jacobson,casado/a,1983
1984,Bryan Hamilton,casado/a,1984
1985,Tammy Jones,Divorciado/a,1985
1986,Annette Franklin,casado/a,1986
1987,Amanda Ramos,solter/a,1987
1988,Raymond Carpenter,casado/a,1988
1989,Travis Simmons,casado/a,1989
1990,Richard Gonzalez,casado/a,1990
1991,Michael Johnson,casado/a,1991
1992,Tyler Crawford,solter/a,1992
1993,Daniel Salazar,solter/a,1993
1994,Richard Leach,Viudo/a,1994
1995,John Wallace MD,solter/a,1995
1996,Alicia Edwards DDS,casado/a,1996
1997,Chloe Martinez,solter/a,1997
1998,Daniel Hood,Viudo/a,1998
1999,Ashley Thomas,solter/a,1999
2000,Gary Hensley,casado/a,2000
2001,Tamara Zimmerman,solter/a,2001
2002,Dennis Miller,solter/a,2002
2003,Erica Henderson,Divorciado/a,2003
2004,Lynn Hernandez,solter/a,2004
2005,Spencer Lynch,Viudo/a,2005
2006,Jill Lewis,Divorciado/a,2006
2007,Brandon Williams,Viudo/a,2007
2008,Sergio Smith,Divorciado/a,2008
2009,Jon Miller,casado/a,2009
2010,Krystal Lucas,solter/a,2010
2011,Sherri Murphy,Viudo/a,2011
2012,Jennifer Townsend,solter/a,2012
2013,Tonya Hansen,casado/a,2013
2014,Matthew Moses,casado/a,2014
2015,Brenda Brooks,Divorciado/a,2015
2016,Michael Medina,casado/a,2016
2017,Jason Jones,solter/a,2017
2018,Robert Ramos,casado/a,2018
2019,Patricia Peck,solter/a,2019
2020,Mackenzie Adams,casado/a,2020
2021,Heather Jones,Viudo/a,2021
2022,Michaela Green,solter/a,2022
2023,Savannah Anderson,Divorciado/a,2023
2024,Robert Carroll,casado/a,2024
2025,Darrell Patton,solter/a,2025
2026,Megan Joseph,casado/a,2026
2027,Dakota Wong,solter/a,2027
2028,Justin Burke,solter/a,2028
2029,Chad Fowler,solter/a,2029
2030,Sean Miller,Divorciado/a,2030
2031,Brent Murillo,solter/a,2031
2032,Charles Campbell,Viudo/a,2032
2033,Kenneth Solis,casado/a,2033
2034,Rebecca Wilson,Viudo/a,2034
2035,Eileen Davis,casado/a,2035
2036,Tammy Phillips,solter/a,2036
2037,Jillian Snyder,solter/a,2037
2038,Christian Boyd,solter/a,2038
2039,Jenna Ward,solter/a,2039
2040,Andrew Welch,Divorciado/a,2040
2041,Sarah Smith,casado/a,2041
2042,Jennifer Parker,casado/a,2042
2043,Christopher Williams DDS,Viudo/a,2043
2044,Julia Strickland,casado/a,2044
2045,John Ray,casado/a,2045
2046,Bradley Yang,Viudo/a,2046
2047,Cynthia Graham,solter/a,2047
2048,Michael Barton,casado/a,2048
2049,Mrs. Denise Garza,solter/a,2049
2050,Stacy Mosley,casado/a,2050
2051,James Hill,solter/a,2051
2052,Justin Johnson,solter/a,2052
2053,Robert Charles,solter/a,2053
2054,Tara Kramer,Viudo/a,2054
2055,Brian Rivas,solter/a,2055
2056,Lauren Miller,solter/a,2056
2057,Mark Cameron,solter/a,2057
2058,Ricky Campbell,casado/a,2058
2059,James Smith,solter/a,2059
2060,Lisa Allen,casado/a,2060
2061,Michael Williams,solter/a,2061
2062,William Garner,solter/a,2062
2063,Julie Khan,casado/a,2063
2064,Nicole Fox,casado/a,2064
2065,Anthony Watson,casado/a,2065
2066,Angel Vasquez,solter/a,2066
2067,Anna Ray,Divorciado/a,2067
2068,Linda Baker,solter/a,2068
2069,David Perez,casado/a,2069
2070,Jeremy Griffin,solter/a,2070
2071,Leah Sanchez,solter/a,2071
2072,Joyce Diaz,solter/a,2072
2073,Samuel Stevens,Divorciado/a,2073
2074,Diana Williams,solter/a,2074
2075,Heather Johnson,casado/a,2075
2076,Chelsey Martin,Divorciado/a,2076
2077,David Young,casado/a,2077
2078,Michael Johns,Divorciado/a,2078
2079,Jill Stokes,casado/a,2079
2080,Garrett Walls,casado/a,2080
2081,Jason Miller,Divorciado/a,2081
2082,Mr. John Gibson,solter/a,2082
2083,John Castaneda,casado/a,2083
2084,Laura Wheeler,solter/a,2084
2085,Jennifer Miller,solter/a,2085
2086,Ronald Powell,casado/a,2086
2087,James Johnson MD,casado/a,2087
2088,Jordan Elliott,solter/a,2088
2089,Michael Middleton,casado/a,2089
2090,Robert Yu,casado/a,2090
2091,Pamela Reyes,casado/a,2091
2092,Antonio Wood,solter/a,2092
2093,Seth Allen,casado/a,2093
2094,Katherine Salas,solter/a,2094
2095,Donald Meadows,solter/a,2095
2096,Tara Hunt,solter/a,2096
2097,Isabella Scott,solter/a,2097
2098,Daniel Carter,solter/a,2098
2099,Loretta Zimmerman,solter/a,2099
2100,Barbara Shelton,solter/a,2100
2101,Nicole Ramsey,solter/a,2101
2102,Jodi Lopez,Divorciado/a,2102
2103,Julia Parks,solter/a,2103
2104,Joseph Watson,Viudo/a,2104
2105,Matthew Duran,casado/a,2105
2106,Cameron Mendoza,casado/a,2106
2107,Richard Reed,casado/a,2107
2108,Susan Jefferson,solter/a,2108
2109,Laura Pineda,casado/a,2109
2110,Theodore Rich,Divorciado/a,2110
2111,Ashley Dorsey,casado/a,2111
2112,Shirley Carlson,solter/a,2112
2113,Mr. Eugene Holland PhD,solter/a,2113
2114,Kenneth Warren,Viudo/a,2114
2115,Joshua Jones,solter/a,2115
2116,Dawn Pacheco,Divorciado/a,2116
2117,Mia Underwood,Divorciado/a,2117
2118,Maria Smith,solter/a,2118
2119,James West,solter/a,2119
2120,Jason Mcdaniel,Divorciado/a,2120
2121,Deborah Miranda,casado/a,2121
2122,Colin Frye,solter/a,2122
2123,Drew Wilkinson,casado/a,2123
2124,Monica Gilbert,casado/a,2124
2125,Emma Patterson,solter/a,2125
2126,James Torres,solter/a,2126
2127,Claudia Austin,casado/a,2127
2128,Amy Smith,solter/a,2128
2129,Joshua Moore,solter/a,2129
2130,Mrs. Shelley Davis,solter/a,2130
2131,Richard Smith,solter/a,2131
2132,Stephen Myers,solter/a,2132
2133,Sean Thompson,casado/a,2133
2134,Mr. William Harris,solter/a,2134
2135,Brian Harmon,Viudo/a,2135
2136,Trevor Howard,solter/a,2136
2137,Devin Scott,Viudo/a,2137
2138,Sarah Moore,solter/a,2138
2139,Richard Thompson,Viudo/a,2139
2140,Billy Campbell,solter/a,2140
2141,Brian Jenkins,casado/a,2141
2142,Ryan Sims,solter/a,2142
2143,Patricia Curtis,casado/a,2143
2144,Dan Peterson,Viudo/a,2144
2145,Ashley Hunter,solter/a,2145
2146,Angela Bell,Divorciado/a,2146
2147,Dawn Cooley,casado/a,2147
2148,Stacey Wiley,Divorciado/a,2148
2149,Angela Martinez,casado/a,2149
2150,Jill Rodriguez,Viudo/a,2150
2151,Johnny Castillo,casado/a,2151
2152,Destiny Wilson,solter/a,2152
2153,Maria Lynch,casado/a,2153
2154,Aaron Floyd,casado/a,2154
2155,Jamie Patel,casado/a,2155
2156,Billy Edwards,solter/a,2156
2157,Jennifer Rodriguez,casado/a,2157
2158,John Vaughn,solter/a,2158
2159,Robert Green,solter/a,2159
2160,Mr. Jesse Sanchez,solter/a,2160
2161,Wayne Rodriguez,casado/a,2161
2162,Tommy Jordan,Viudo/a,2162
2163,Calvin Clark,solter/a,2163
2164,Ricky Merritt,casado/a,2164
2165,Brian Hernandez,solter/a,2165
2166,Misty Russell,Viudo/a,2166
2167,Robert Padilla,Divorciado/a,2167
2168,Jessica Griffin,solter/a,2168
2169,Kristina Baker,casado/a,2169
2170,Paul Jones,Divorciado/a,2170
2171,Brian Miller,solter/a,2171
2172,Sean Haney,solter/a,2172
2173,Diana Morris,Viudo/a,2173
2174,Jay Moore,solter/a,2174
2175,Cindy Porter,casado/a,2175
2176,Christopher Jackson,solter/a,2176
2177,Mathew Nixon,casado/a,2177
2178,Andrew Boyle,solter/a,2178
2179,Lori Snyder,casado/a,2179
2180,Adrian Sparks,Divorciado/a,2180
2181,Susan Mcclure,solter/a,2181
2182,Mark Scott,casado/a,2182
2183,Angel Evans,Divorciado/a,2183
2184,Connie Adams,solter/a,2184
2185,Brandon Andrews,casado/a,2185
2186,Rhonda Lopez,solter/a,2186
2187,Madison Young,solter/a,2187
2188,Jennifer Gray,casado/a,2188
2189,Sarah Williams,solter/a,2189
2190,Jerry Lee,casado/a,2190
2191,Travis Riddle,solter/a,2191
